ts,co,humidity,light,lpg,motion,smoke,temp,hour,day,month
2020-07-12 00:03:03.108313084,0.28819067272397336,0.5040485750916853,0,0.3599666654776853,0,0.346484726118654,0.7385620822961088,0,12,7
2020-07-12 00:03:04.582823277,0.24051926531144346,0.7844129278548782,1,0.30827731119149604,0,0.29541399451562733,0.8823529301767671,0,12,7
2020-07-12 00:03:04.619436026,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:03:06.794604301,0.2865660009540012,0.5040485750916853,0,0.35823606885792114,0,0.3447694031040728,0.7385620822961088,0,12,7
2020-07-12 00:03:09.479555368,0.24246287249764736,0.783400797565396,1,0.310423588996108,0,0.2975277062375534,0.8823529301767671,0,12,7
2020-07-12 00:03:10.476639509,0.2849518778404805,0.5040485750916853,0,0.3565146532412856,0,0.3430635435305931,0.7385620822961088,0,12,7
2020-07-12 00:03:13.292493582,0.13091011296804234,0.7591092845148681,0,0.18057064850505647,0,0.1708515141914693,0.6470587905303009,0,12,7
2020-07-12 00:03:14.155349493,0.28604005999485405,0.5040485750916853,0,0.35767539360294054,0,0.34421375468676796,0.7385620822961088,0,12,7
2020-07-12 00:03:14.354940176,0.2430636543463292,0.7823886672759138,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:03:17.841233015,0.2849540455132201,0.5040485750916853,0,0.3565169663804302,0,0.3430658355227242,0.7385620822961088,0,12,7
2020-07-12 00:03:18.697216988,0.24336839890569478,0.7823886672759138,1,0.31142234793906187,0,0.29851151991674585,0.8823529301767671,0,12,7
2020-07-12 00:03:20.328960896,0.12600987708541744,0.758097154225386,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:03:21.527213811,0.28797460624178484,0.5050607208252857,0,0.3597366312110273,0,0.3462567009743691,0.7418300561115782,0,12,7
2020-07-12 00:03:25.213351488,0.2878684437335141,0.5050607208252857,0,0.3596235923615938,0,0.34614465177365605,0.7418300561115782,0,12,7
2020-07-12 00:03:25.755214453,0.1290598446501352,0.758097154225386,0,0.17828044268675994,0,0.16864149378476243,0.6437908665801546,0,12,7
2020-07-12 00:03:26.248965502,0.2430636543463292,0.7894736565228802,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:03:28.897498608,0.2846328275805725,0.5050607208252857,0,0.3561741518875289,0,0.34272616224556307,0.7418300561115782,0,12,7
2020-07-12 00:03:31.126687765,0.2430636543463292,0.7803643294763584,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:03:31.184731007,0.13091011296804234,0.758097154225386,0,0.18057064850505647,0,0.1708515141914693,0.6470587905303009,0,12,7
2020-07-12 00:03:32.583796740,0.28431368525764383,0.5040485750916853,0,0.35583347167220747,0,0.3423886179818635,0.7418300561115782,0,12,7
2020-07-12 00:03:36.075444221,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:03:36.270018816,0.28678210257531944,0.5040485750916853,0,0.35846637923531965,0,0.3449976597359494,0.7385620822961088,0,12,7
2020-07-12 00:03:36.535098313,0.23992377336676324,0.7813765369864317,1,0.30761902251511763,0,0.2947658174809489,0.8823529301767671,0,12,7
2020-07-12 00:03:39.956258297,0.28463066204837345,0.5040485750916853,0,0.35617184048227324,0,0.3427238720687126,0.7385620822961088,0,12,7
2020-07-12 00:03:40.345025778,0.2406680128018452,0.7803643294763584,1,0.3084416931498801,0,0.2955758605235461,0.8823529301767671,0,12,7
2020-07-12 00:03:42.577785492,0.13091011296804234,0.758097154225386,0,0.18057064850505647,0,0.1708515141914693,0.6437908665801546,0,12,7
2020-07-12 00:03:43.642512560,0.28345773515429407,0.5030364293580849,0,0.3549193574837275,0,0.3414829886552162,0.7385620822961088,0,12,7
2020-07-12 00:03:46.297241211,0.2476293537666901,0.7803643294763584,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:03:46.938186407,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:03:47.328582048,0.2863525615073626,0.5030364293580849,0,0.35800855964802347,0,0.3445439290317599,0.7385620822961088,0,12,7
2020-07-12 00:03:51.262443781,0.286241014465116,0.5030364293580849,0,0.35788964524941647,0,0.34442608087834925,0.7385620822961088,0,12,7
2020-07-12 00:03:52.900458336,0.12844410571555492,0.758097154225386,0,0.17751710565661036,0,0.16790508854387046,0.6437908665801546,0,12,7
2020-07-12 00:03:53.847906113,0.2476293537666901,0.7803643294763584,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:03:54.942492247,0.2860352728191409,0.5040485750916853,0,0.3576702892715087,0,0.3442086962959131,0.7385620822961088,0,12,7
2020-07-12 00:03:58.629165649,0.2864612565305934,0.5040485750916853,0,0.3581244242410564,0,0.34465875639016397,0.7385620822961088,0,12,7
2020-07-12 00:03:58.862392426,0.12844410571555492,0.7591092845148681,0,0.17751710565661036,0,0.16790508854387046,0.6470587905303009,0,12,7
2020-07-12 00:04:00.327303886,0.24886434642924832,0.7803643294763584,1,0.31746807736985805,0,0.3044696023997965,0.8823529301767671,0,12,7
2020-07-12 00:04:02.569641590,0.2872165743640902,0.5040485750916853,0,0.35892930667151624,0,0.345456478730756,0.7385620822961088,0,12,7
2020-07-12 00:04:03.747566700,0.12844410571555492,0.758097154225386,0,0.17751710565661036,0,0.16790508854387046,0.6470587905303009,0,12,7
2020-07-12 00:04:06.255759001,0.2889540082102603,0.5050607208252857,0,0.36077905523588005,0,0.3472900720845906,0.7418300561115782,0,12,7
2020-07-12 00:04:06.818837643,0.24671046808457886,0.7803643294763584,1,0.31510200968546265,0,0.3021372614795871,0.8823529301767671,0,12,7
2020-07-12 00:04:07.559613228,0.1224427847992804,0.758097154225386,0,0.1700454588374182,0,0.16070252891417866,0.6470587905303009,0,12,7
2020-07-12 00:04:09.941809893,0.2835693797895485,0.5050607208252857,0,0.35503862165280353,0,0.34160113997969166,0.7418300561115782,0,12,7
2020-07-12 00:04:13.014632225,0.12844410571555492,0.758097154225386,0,0.17751710565661036,0,0.16790508854387046,0.6437908665801546,0,12,7
2020-07-12 00:04:13.627847910,0.28645509337541947,0.5050607208252857,0,0.3581178548101256,0,0.344652245725685,0.7418300561115782,0,12,7
2020-07-12 00:04:13.838975191,0.2482462000409631,0.778340068897394,1,0.3167894631001802,0,0.3038005859684185,0.8823529301767671,0,12,7
2020-07-12 00:04:17.313728094,0.285389654142521,0.5050607208252857,0,0.3569817321224589,0,0.3435263656302273,0.7385620822961088,0,12,7
2020-07-12 00:04:17.917654991,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:04:18.716241598,0.24579446548706274,0.778340068897394,1,0.31409449290562896,0,0.3011443302757355,0.8823529301767671,0,12,7
2020-07-12 00:04:20.997189045,0.28537957645636514,0.5050607208252857,0,0.3569709815881824,0,0.3435157127715075,0.7385620822961088,0,12,7
2020-07-12 00:04:23.880460978,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:04:24.683066845,0.28463066204837345,0.5050607208252857,0,0.35617184048227324,0,0.3427238720687126,0.7418300561115782,0,12,7
2020-07-12 00:04:28.368924856,0.2849540455132201,0.5050607208252857,0,0.3565169663804302,0,0.3430658355227242,0.7385620822961088,0,12,7
2020-07-12 00:04:28.941262960,0.2430636543463292,0.778340068897394,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:04:29.307065487,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:04:32.055170774,0.28753816261968357,0.5050607208252857,0,0.35927186189283,0,0.34579601066217136,0.7418300561115782,0,12,7
2020-07-12 00:04:33.119510889,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:04:34.350183964,0.24671046808457886,0.778340068897394,1,0.31510200968546265,0,0.3021372614795871,0.8823529301767671,0,12,7
2020-07-12 00:04:35.740220785,0.28808068598358955,0.5050607208252857,0,0.3598495731232735,0,0.3463686556437404,0.7418300561115782,0,12,7
2020-07-12 00:04:37.470786572,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:04:39.226336002,0.2406680128018452,0.7773279386079118,1,0.3084416931498801,0,0.2955758605235461,0.8823529301767671,0,12,7
2020-07-12 00:04:39.424638510,0.28840847292055505,0.5050607208252857,0,0.3601985085875987,0,0.3467145508384679,0.7385620822961088,0,12,7
2020-07-12 00:04:42.896851063,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:04:43.110812902,0.2847387839933333,0.5050607208252857,0,0.35628724112824184,0,0.3428382136532202,0.7385620822961088,0,12,7
2020-07-12 00:04:44.104482174,0.2430636543463292,0.7773279386079118,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:04:46.797751904,0.28613239273962526,0.5050607208252857,0,0.35777383996311674,0,0.34431131562296535,0.7418300561115782,0,12,7
2020-07-12 00:04:49.937999487,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:04:50.481523991,0.2872143916065216,0.5050607208252857,0,0.35892698132500267,0,0.3454541739560406,0.7418300561115782,0,12,7
2020-07-12 00:04:51.120198011,0.2430636543463292,0.778340068897394,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:04:54.165272474,0.286563822535342,0.5050607208252857,0,0.35823374702057253,0,0.3447671020042665,0.7418300561115782,0,12,7
2020-07-12 00:04:54.292488098,0.1224427847992804,0.7601214148043504,0,0.1700454588374182,0,0.16070252891417866,0.6470587905303009,0,12,7
2020-07-12 00:04:57.067556620,0.2430636543463292,0.7773279386079118,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:04:57.849639893,0.286241014465116,0.5050607208252857,0,0.35788964524941647,0,0.34442608087834925,0.7385620822961088,0,12,7
2020-07-12 00:04:58.645955801,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:05:01.534507036,0.28830313752418074,0.5050607208252857,0,0.36008638620305533,0,0.3466034037554895,0.7385620822961088,0,12,7
2020-07-12 00:05:02.996952295,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:05:05.220805883,0.28645509337541947,0.5050607208252857,0,0.3581178548101256,0,0.344652245725685,0.7418300561115782,0,12,7
2020-07-12 00:05:08.907170296,0.2850640375517954,0.5050607208252857,0,0.3566343347978381,0,0.34318213180472945,0.7385620822961088,0,12,7
2020-07-12 00:05:09.749946117,0.2476293537666901,0.7773279386079118,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:05:10.060100555,0.12600987708541744,0.7672064812719078,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:05:12.592360973,0.2888397509897372,0.5040485750916853,0,0.3606574844485302,0,0.3471695502541592,0.7385620822961088,0,12,7
2020-07-12 00:05:14.952872515,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:05:16.277726889,0.28905955254260834,0.5040485750916853,0,0.36089134637845444,0,0.3474013959377852,0.7385620822961088,0,12,7
2020-07-12 00:05:19.303195000,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:05:19.963064909,0.28840847292055505,0.5050607208252857,0,0.3601985085875987,0,0.3467145508384679,0.7418300561115782,0,12,7
2020-07-12 00:05:22.380104303,0.23992377336676324,0.7763158083184297,1,0.30761902251511763,0,0.2947658174809489,0.8823529301767671,0,12,7
2020-07-12 00:05:23.646743774,0.284742711001178,0.5050607208252857,0,0.3562914323256715,0,0.3428423664177126,0.7418300561115782,0,12,7
2020-07-12 00:05:24.731560230,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:05:27.330708027,0.28851785269658,0.5050607208252857,0,0.3603149267638137,0,0.346829957968001,0.7418300561115782,0,12,7
2020-07-12 00:05:30.991538286,0.2476293537666901,0.7763158083184297,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:05:31.015669823,0.28829997993211437,0.5050607208252857,0,0.36008302502660106,0,0.3466000718400435,0.7418300561115782,0,12,7
2020-07-12 00:05:34.697335482,0.28905955254260834,0.5050607208252857,0,0.36089134637845444,0,0.3474013959377852,0.7418300561115782,0,12,7
2020-07-12 00:05:35.002054691,0.12844410571555492,0.7621457526039058,0,0.17751710565661036,0,0.16790508854387046,0.6437908665801546,0,12,7
2020-07-12 00:05:35.863702774,0.23874029724923407,0.7763158083184297,1,0.30630976313884806,0,0.29347684137647845,0.8823529301767671,0,12,7
2020-07-12 00:05:38.383634329,0.2888397509897372,0.5050607208252857,0,0.3606574844485302,0,0.3471695502541592,0.7418300561115782,0,12,7
2020-07-12 00:05:38.816522837,0.12600987708541744,0.7611336223144237,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:05:40.742104292,0.24488133576847276,0.7763158083184297,1,0.31308937536846704,0,0.3001538973003657,0.8823529301767671,0,12,7
2020-07-12 00:05:42.065531254,0.2894980243068784,0.5050607208252857,0,0.3613577540284252,0,0.3478638023286251,0.7418300561115782,0,12,7
2020-07-12 00:05:45.749947309,0.29015444100416515,0.5050607208252857,0,0.36205571259806535,0,0.3485558226309544,0.7418300561115782,0,12,7
2020-07-12 00:05:48.830036402,0.23668691572144246,0.7874493959439159,1,0.3040350282260137,0,0.2912378940872349,0.8823529301767671,0,12,7
2020-07-12 00:05:49.667033672,0.2910348921310914,0.5050607208252857,0,0.3629913583512776,0,0.3494836007415516,0.7418300561115782,0,12,7
2020-07-12 00:05:50.158603907,0.13091011296804234,0.7591092845148681,0,0.18057064850505647,0,0.1708515141914693,0.6437908665801546,0,12,7
2020-07-12 00:05:53.351805210,0.28840531431500116,0.5050607208252857,0,0.36019514659234797,0,0.3467112180653904,0.7418300561115782,0,12,7
2020-07-12 00:05:55.316128731,0.2476293537666901,0.7773279386079118,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:05:56.135651112,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:05:57.038556099,0.28829997993211437,0.5050607208252857,0,0.36008302502660106,0,0.3466000718400435,0.7418300561115782,0,12,7
2020-07-12 00:05:59.123070002,0.24488133576847276,0.7773279386079118,1,0.31308937536846704,0,0.3001538973003657,0.8823529301767671,0,12,7
2020-07-12 00:06:00.497855425,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:06:00.722669601,0.2876472524579866,0.5050607208252857,0,0.35938804577335726,0,0.34591117239327196,0.7418300561115782,0,12,7
2020-07-12 00:06:04.398876429,0.29202041570558196,0.5050607208252857,0,0.3640379513557819,0,0.35052151904880546,0.7385620822961088,0,12,7
2020-07-12 00:06:05.387849092,0.1224427847992804,0.7591092845148681,0,0.1700454588374182,0,0.16070252891417866,0.6437908665801546,0,12,7
2020-07-12 00:06:06.161939383,0.25260637838923156,0.7773279386079118,1,0.32156884419136256,0,0.30851365579468326,0.8823529301767671,0,12,7
2020-07-12 00:06:08.079987049,0.286563822535342,0.5050607208252857,0,0.35823374702057253,0,0.3447671020042691,0.7385620822961088,0,12,7
2020-07-12 00:06:09.224688053,0.12600987708541744,0.7591092845148681,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:06:11.035816431,0.2476293537666901,0.778340068897394,1,0.3161119324085576,0,0.3031326982272684,0.8823529301767671,0,12,7
2020-07-12 00:06:11.766315699,0.28753816261968357,0.5050607208252857,0,0.35927186189283,0,0.34579601066217136,0.7385620822961088,0,12,7
2020-07-12 00:06:15.448626757,0.28645509337541947,0.5050607208252857,0,0.3581178548101256,0,0.344652245725685,0.7385620822961088,0,12,7
2020-07-12 00:06:19.133520842,0.28905955254260834,0.5050607208252857,0,0.36089134637845444,0,0.3474013959377852,0.7418300561115782,0,12,7
2020-07-12 00:06:20.567006826,0.12600987708541744,0.758097154225386,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:06:22.817639351,0.28895620257548776,0.5050607208252857,0,0.36078138996202835,0,0.3472923866834905,0.7418300561115782,0,12,7
2020-07-12 00:06:24.721998692,0.2430636543463292,0.778340068897394,1,0.3110863113264679,0,0.2981804968950931,0.8823529301767671,0,12,7
2020-07-12 00:06:25.999213696,0.12600987708541744,0.7601214148043504,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:06:26.518639088,0.2868869499123423,0.5050607208252857,0,0.35857810709854054,0,0.3451083936255841,0.7418300561115782,0,12,7
2020-07-12 00:06:28.529938221,0.2393307892382462,0.778340068897394,1,0.3069631778133153,0,0.2941201045357391,0.8823529301767671,0,12,7
2020-07-12 00:06:30.206267595,0.28593191846337357,0.5050607208252857,0,0.35756008317183097,0,0.34409948286371583,0.7418300561115782,0,12,7
2020-07-12 00:06:31.966749907,0.12600987708541744,0.758097154225386,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:06:33.893883705,0.2894948552157073,0.5050607208252857,0,0.3613543835656049,0,0.34786046068564114,0.7418300561115782,0,12,7
2020-07-12 00:06:35.545733213,0.2482462000409631,0.7803643294763584,1,0.3167894631001802,0,0.3038005859684185,0.8823529301767671,0,12,7
2020-07-12 00:06:37.399847269,0.1290598446501352,0.758097154225386,0,0.17828044268675994,0,0.16864149378476243,0.6437908665801546,0,12,7
2020-07-12 00:06:37.581869364,0.2876472524579866,0.5050607208252857,0,0.35938804577335726,0,0.34591117239327196,0.7418300561115782,0,12,7
2020-07-12 00:06:39.356173038,0.25072661725543766,0.7803643294763584,1,0.31951044194183686,0,0.30648344600031907,0.8823529301767671,0,12,7
2020-07-12 00:06:41.212451220,0.12600987708541744,0.758097154225386,0,0.17449347574246363,0,0.16498915238113251,0.6437908665801546,0,12,7
2020-07-12 00:06:41.269519806,0.28797861022602506,0.5050607208252857,0,0.3597408943680793,0,0.34626092683823195,0.7418300561115782,0,12,7
2020-07-12 00:06:44.232163668,0.24671046808457886,0.7813765369864317,1,0.31510200968546265,0,0.3021372614795871,0.8856209164585673,0,12,7
2020-07-12 00:06:44.956831694,0.28808384146581817,0.5050607208252857,0,0.3598529325950014,0,0.34637198577363915,0.7418300561115782,0,12,7
2020-07-12 00:06:48.248400450,0.12600987708541744,0.758097154225386,0,0.17449347574246363,0,0.16498915238113251,0.6470587905303009,0,12,7
2020-07-12 00:06:48.643306732,0.28678210257531944,0.5050607208252857,0,0.35846637923531965,0,0.34499765973594687,0.7418300561115782,0,12,7
2020-07-12 00:06:49.105833530,0.2375629731566155,0.7803643294763584,1,0.3050060088931935,0,0.2921935135681867,0.8823529301767671,0,12,7
2020-07-12 00:06:52.330588102,0.2892779296650498,0.5050607208252857,0,0.3611236554545475,0,0.3476317087500015,0.7418300561115782,0,12,7
2020-07-12 00:06:52.599903822,0.1224427847992804,0.7560728936464217,0,0.1700454588374182,0,0.16070252891417866,0.6470587905303009,0,12,7
2020-07-12 00:06:55.048788309,0.23551806788138974,0.7793521991868761,1,0.3027384044524549,0,0.2899619813138,0.8823529301767671,0,12,7
2020-07-12 00:06:56.016294479,0.2889540082102603,0.5050607208252857,0,0.36077905523588005,0,0.3472900720845906,0.7418300561115782,0,12,7
2020-07-12 00:06:59.391353846,0.2393307892382462,0.7803643294763584,1,0.3069631778133153,0,0.2941201045357391,0.8856209164585673,0,12,7
